IDnum,GSSyear,sex,race,Age,maritalstatus,PlaceLived16,Region16,BornHere,ageism,racism,HighestDegree,DegreeField,baEarnRate,collStudEnroll,colltype,income,hrsLastWk,jobstatus,selfEmploy,GovOrPriv,IndusCode,pctColleagueWdegree
1225,2014,Male,White,43,Divorced,City gt 250000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Other telecommunications services,69
1225,2012,Female,White,70,Married,"Country,nonfarm",W. nor. central,Yes,Not applicable,Not applicable,Bachelor,Social work,58%+,468+,"Public, 4-year or above",0,0,Retired,Someone else,Private,Individual and family services,91
1226,2014,Male,White,32,Never married,Town lt 50000,Foreign,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,40,Working fulltime,Someone else,Private,Landscaping services,21
1226,2012,Female,White,44,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,"Residential care facilities, without nursing",41
1227,2012,Male,Other,39,Married,Town lt 50000,E. sou. central,Yes,No,No,Junior college,Criminology/criminal justice,Not applicable,468+,"Public, 4-year or above",$25000 or more,58,Working fulltime,Someone else,Private,Ship and boat building,42
1227,2014,Male,White,36,Divorced,City gt 250000,W. sou. central,Yes,No answer,No answer,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Construction,59
1228,2012,Male,White,65,Married,Town lt 50000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Construction,28
1228,2014,Male,White,63,Widowed,Farm,Foreign,No,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,50,Working fulltime,Self-employed,Private,Animal production,45
1229,2014,Female,White,49,Married,Town lt 50000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Not applicable,Not applicable,Not applicable,0
1229,2012,Female,Black,33,Never married,City gt 250000,Foreign,No,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,36,Working fulltime,Someone else,Private,Traveler accommodation,17
1230,2014,Male,White,22,Never married,"Country,nonfarm",E. nor. central,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",Not applicable,Not applicable,Temp not working,Someone else,Private,Aircraft and parts manufacturing,73
1230,2012,Male,White,63,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Not applicable,40-57.9%,468+,"Public, 4-year or above",Not applicable,Not applicable,Other,Someone else,Private,Printing and related support activities,81
1231,2014,Female,White,64,Married,Town lt 50000,E. nor. central,Yes,Yes,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,"Machinery manufacturing, n.e.c.    ",32
1231,2012,Male,Black,31,Never married,50000 to 250000,South atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,50,Working fulltime,Someone else,Private,"Groceries and related products, merchant wholesalers",34
1232,2014,Female,Black,56,Never married,Town lt 50000,Foreign,No,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Refused,80,Working fulltime,Someone else,Don't know,Other health care services,17
1232,2012,Female,Black,23,Never married,Town lt 50000,South atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$7000 to 7999,40,Working fulltime,Someone else,Private,Hospitals,43
1233,2012,Female,White,71,Married,Town lt 50000,New england,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Offices of dentists,56
1233,2014,Male,White,53,Married,Town lt 50000,E. nor. central,Yes,No,Yes,Bachelor,Not applicable,40-57.9%,468+,"Public, 4-year or above",Refused,55,Working fulltime,Self-employed,Private,"Management, scientific, and technical consulting services",56
1234,2012,Male,Black,32,Married,50000 to 250000,Foreign,No,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",22
1234,2014,Female,White,43,Married,City gt 250000,E. nor. central,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,Hospitals,92
1235,2014,Female,Black,61,Divorced,"Country,nonfarm",E. nor. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,Not applicable,Keeping house,Someone else,Private,Drycleaning and laundry services,42
1235,2012,Female,White,52,Divorced,50000 to 250000,Middle atlantic,No,No,No,Junior college,Nursing,Not applicable,468+,"Public, 4-year or above",$25000 or more,37,Working fulltime,Someone else,Private,Hospitals,98
1236,2012,Female,White,77,Widowed,Town lt 50000,Foreign,No,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Hospitals,58
1236,2014,Male,White,50,Divorced,City gt 250000,Foreign,Yes,No,No,Graduate,Not applicable,58%+,468+,"Private not-for-profit, 4-year or above",$25000 or more,60,Working fulltime,Someone else,Government,"Colleges and universities, including junior colleges",99
1237,2014,Male,Black,44,Married,50000 to 250000,E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,54,Working fulltime,Someone else,Private,Foundries,38
1237,2012,Female,White,63,Married,50000 to 250000,New england,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,Not applicable,Temp not working,Someone else,Private,Hospitals,98
1238,2012,Male,White,42,Divorced,"Country,nonfarm",South atlantic,Yes,No,Yes,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,"Other amusement, gambling, and recreation industries",43
1238,2014,Female,Black,21,Never married,50000 to 250000,E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Working parttime,Someone else,Government,Bus service and urban transit,45
1239,2012,Female,White,52,Married,Big-city suburb,Foreign,No,No,No,Bachelor,Business administration,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Working parttime,Someone else,Private,"Residential care facilities, without nursing",59
1239,2014,Male,White,53,Married,Town lt 50000,E. nor. central,Yes,No,No,Graduate,Theology,Not applicable,Not applicable,Not applicable,$25000 or more,20,Temp not working,Self-employed,Private,Religious organizations,89
1240,2014,Female,White,76,Widowed,City gt 250000,E. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Elementary and secondary schools,23
1240,2012,Female,White,70,Married,"Country,nonfarm",E. sou. central,Yes,Not applicable,Not applicable,Graduate,Not applicable,Not applicable,468+,"Public, 4-year or above",0,0,Retired,Someone else,Private,No answer,58
1241,2012,Female,White,23,Never married,50000 to 250000,E. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$6000 to 6999,Not applicable,Keeping house,Someone else,Private, restaurants and other food services,35
1241,2014,Female,Black,62,Married,City gt 250000,E. sou. central,Yes,No,No,Graduate,Social work,58%+,468+,"Public, 4-year or above",$25000 or more,35,Working fulltime,Self-employed,Private,Individual and family services,87
1242,2014,Male,Black,60,Divorced,City gt 250000,E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,"Seafood and other miscellaneous foods, n.e.c.",19
1242,2012,Male,White,84,Widowed,Farm,E. sou. central,Yes,Not applicable,Not applicable,Bachelor,Not applicable,Not applicable,468+,"Public, 4-year or above",0,0,Retired,Someone else,Private,Carpet and rug mills,65
1243,2012,Male,White,30,Married,50000 to 250000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,45,Working fulltime,Someone else,Private,Automotive repair and maintenance,69
1243,2014,Male,White,29,Married,Town lt 50000,E. nor. central,Yes,No,No,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,35,Working fulltime,Someone else,Private,Offices of dentists,100
1244,2012,Male,Black,59,Never married,Farm,E. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Someone else,Private,Crop production,14
1244,2014,Male,White,62,Separated,Farm,Foreign,No,Yes,Yes,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,Warehousing and storage,24
1245,2014,Female,White,43,Divorced,City gt 250000,E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,38,Working fulltime,Someone else,Private,Grocery stores,34
1245,2012,Female,White,61,Married,Town lt 50000,Pacific,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Insurance carriers and related activities,65
1246,2012,Male,White,37,Divorced,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,0,"Unempl, laid off",Someone else,Private,Landscaping services,21
1246,2014,Male,White,68,Divorced,City gt 250000,E. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Government,"Justice, public order, and safety activities",72
1247,2014,Female,White,50,Married,"Country,nonfarm",E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$6000 to 6999,24,Working parttime,Self-employed,Private,Private households,17
1247,2012,Female,White,41,Married,Town lt 50000,E. sou. central,Yes,No,No,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,68,Working fulltime,Someone else,Private,Automobile dealers,42
1248,2014,Female,Other,35,Married,Town lt 50000,Foreign,No,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,Not applicable,Keeping house,Someone else,Private,Tire manufacturing,38
1248,2012,Female,White,55,Widowed,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,"Residential care facilities, without nursing",69
1249,2014,Male,White,45,Never married,Big-city suburb,E. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,"Unempl, laid off",Someone else,Private,Construction,37
1249,2012,Female,White,31,Married,Big-city suburb,E. sou. central,Yes,Not applicable,Not applicable,Junior college,Business administration,40-57.9%,468+,"Public, 4-year or above",Not applicable,Not applicable,Keeping house,Someone else,Private,"Architectural, engineering, and related services",58
1250,2014,Male,White,57,Never married,City gt 250000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,7,Working fulltime,Someone else,Private,"Residential care facilities, without nursing",22
1250,2012,Male,White,21,Never married,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Lt $1000,0,"Unempl, laid off",Someone else,Private,"Fishing, hunting, and trapping",28
1251,2012,Female,White,28,Never married,"Country,nonfarm",E. sou. central,Yes,Yes,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$20000 - 24999,40,Working fulltime,Someone else,Private,Furniture and related product manufacturing,38
1251,2014,Male,White,26,Never married,City gt 250000,E. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,30,Working parttime,Someone else,Private,Child day care services,45
1252,2012,Male,White,35,Never married,Town lt 50000,South atlantic,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,Landscaping services,21
1252,2014,Female,White,64,Married,Farm,E. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Hospitals,58
1253,2014,Female,White,62,Married,50000 to 250000,E. nor. central,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$10000 - 14999,8,Working parttime,Self-employed,Private,Individual and family services,91
